@RELATION relation

@ATTRIBUTE lemma	string
@ATTRIBUTE pos 	string
%조사 + 접미사 = postposition
@ATTRIBUTE postposition 	{yes,no}
@ATTRIBUTE class 	{relation,other}

@DATA
'관장하','NNG+XSV',yes,relation
'던','ETM',no,other
'고려','NNG',no,other
'와','JC',yes,other
'조선','NNP',no,other
'시대','NNG',no,other
'의','JKG',yes,other
'관청','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'고구려','NNP',no,other
'는','JX',yes,other
'동명','NNP',no,other
'성왕','NNG',no,other
'이','JKS',yes,other
'조상','NNG',no,other
'이','VCP',no,other
'ㄴ','ETM',no,other
'국가','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'손병희','NNP',no,other
'는','JX',yes,other
'한국','NNP',no,other
'의','JKG',yes,other
'종교','NNG',no,other
'이','VCP',no,other
'ㄴ','ETM',no,other
'동학','NNG',no,other
'의','JKG',yes,other
'제','XPN',no,other
'3','SN',no,other
'대','NNB',no,other
'교주','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'능선','NNG',no,other
'은','JX',yes,other
'산꼭대기','NNG',no,other
'가','JKS',yes,other
'일정','NNG',no,other
'하','XSA',yes,other
'ㄴ','ETM',no,other
'거리','NNG',no,other
'를','JKO',yes,other
'두','VV',no,relation
'고','EC',no,other
'연결되','NNG+XSV',yes,relation
'어','EC',no,other
'연속','NNG',no,other
'적','XSN',yes,other
'으로','JKB',yes,other
'솟아오르','VV',no,relation
'ㄴ','ETM',no,other
'지형','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'성재기','NNG',no,other
'는','JX',yes,other
'남성','NNG',no,other
'연대','NNG',no,other
'를','JKO',yes,other
'창립하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'사람','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'아메데오','NNP',no,other
'아보가드','NNG',no,other
'로','JKB',yes,other
'는','JX',yes,other
'1811','SN',no,other
'년','NNB',no,other
'에','JKB',yes,other
'분자','NNG',no,other
'의','JKG',yes,other
'개념','NNG',no,other
'을','JKO',yes,other
'처음','NNG',no,other
'으로','JKB',yes,other
'밝히','VV',no,relation
'ㄴ','ETM',no,other
'이탈리아','NNP',no,other
'의','JKG',yes,other
'과학','NNG',no,other
'자','XSN',yes,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'스티브','NNG',no,other
'잡스','NNG',no,other
'는','JX',yes,other
'리드','NNG',no,other
'대','XPN',no,other
'학교','NNG',no,other
'를','JKO',yes,other
'중퇴하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'사람','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'과하','NNG',no,other
'마','XSN',yes,other
'는','JX',yes,other
'동예','NNG',no,other
'의','JKG',yes,other
'특산','NNG',no,other
'물','XSN',yes,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'레임덕','NNP',no,other
'은','JX',yes,other
'대통령','NNG',no,other
'의','JKG',yes,other
'임기','NNG',no,other
'만료','NNG',no,other
'를','JKO',yes,other
'앞두','VV',no,relation
'고','EC',no,other
'나타나','VV',no,relation
'는','ETM',no,other
'권력','NNG',no,other
'누수','NNG',no,other
'현상','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'머리','NNG',no,other
'겔','NNG',no,other
'만','JX',yes,other
'은','JX',yes,other
'1969','SN',no,other
'년','NNB',no,other
'에','JKB',yes,other
'노벨','NNP',no,other
'물리','NNG',no,other
'학','XSN',yes,other
'상','XSN',yes,other
'을','JKO',yes,other
'수상하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'미국','NNP',no,other
'의','JKG',yes,other
'물리','NNG',no,other
'학자','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'문익점','NNP',no,other
'은','JX',yes,other
'한국','NNP',no,other
'에','JKB',yes,other
'목화','NNG',no,other
'씨','NNG',no,other
'를','JKO',yes,other
'처음','NNG',no,other
'으로','JKB',yes,other
'가져오','VV',no,relation
'ㄴ','ETM',no,other
'고려','NNP',no,other
'말','NNG',no,other
'의','JKG',yes,other
'학자','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'버락','NNG',no,other
'오바마','NNP',no,other
'는','JX',yes,other
'2009','SN',no,other
'년','NNB',no,other
'에','JKB',yes,other
'노벨','NNP',no,other
'평화','NNG',no,other
'상','NNG',no,other
'을','JKO',yes,other
'수상하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'사람','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'님비','NNG',no,other
'현상','NNG',no,other
'과','JC',yes,other
'핌피','NNG',no,other
'현상','NNG',no,other
'은','JX',yes,other
'지역','NNG',no,other
'이기','NNG',no,other
'주의','NNG',no,other
'를','JKO',yes,other
'대표하','NNG+XSV',yes,relation
'는','ETM',no,other
'두','MM',no,other
'가지','NNB',no,other
'현상','NNG',no,other
'들','XSN',yes,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'담징','NNG',no,other
'은','JX',yes,other
'호류지','NNG',no,other
'금당','NNG',no,other
'벽화','NNG',no,other
'를','JKO',yes,other
'그리','VV',no,relation
'ㄴ','ETM',no,other
'사람','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'대니얼','NNG',no,other
'카너먼','NNP',no,other
'은','JX',yes,other
'행동','NNG',no,other
'경제학','NNG',no,other
'을','JKO',yes,other
'연구하','NNG+XSV',yes,relation
'여','EC',no,other
'노벨','NNP',no,other
'경제','NNG',no,other
'학','XSN',yes,other
'상','XSN',yes,other
'을','JKO',yes,other
'수상','NNG',no,other
'ㄴ','ETM',no,other
'심리학','NNG',no,other
'자','XSN',yes,other
'겸','NNB',no,other
'경제학','NNG',no,other
'자','XSN',yes,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'뉘르부르크링','NNP',no,other
'은','JX',yes,other
'독일','NNP',no,other
'의','JKG',yes,other
'뉘르부르크','NNP',no,other
'에','JKB',yes,other
'위치하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'장','XPN',no,other
'거리','NNG',no,other
'모터','NNG',no,other
'스포츠','NNG',no,other
'경주로','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'노무현','NNP',no,other
'대통령','NNG',no,other
'이','JKS',yes,other
'사망하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'년도','NNG',no,other
'는','JX',yes,other
'2009','SN',no,other
'년','NNB',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'국무','NNG',no,other
'회','XSN',yes,other
'의','NNG',no,other
'는','JX',yes,other
'정부','NNG',no,other
'의','JKG',yes,other
'정책','NNG',no,other
'을','JKO',yes,other
'심의하','NNG+XSV',yes,relation
'는','ETM',no,other
'독립','NNG',no,other
'ㄴ','ETM',no,other
'합의','NNG',no,other
'제','XSN',yes,other
'기관','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'대류','NNG',no,other
'권','XSN',yes,other
'은','JX',yes,other
'지구','NNG',no,other
'대기','NNG',no,other
'권','XSN',yes,other
'중','NNB',no,other
'에서','JKB',yes,other
'가장','MAG',no,other
'낮','VA',no,other
'고','EC',no,other
',','SP',no,other
'기상','NNG',no,other
'현상','NNG',no,other
'이','JKS',yes,other
'발생하','NNG+XSV',yes,relation
'는','ETM',no,other
'층','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'대한민국','NNP',no,other
'국립','NNG',no,other
'발레','NNG',no,other
'단','XSN',yes,other
'은','JX',yes,other
'1974','SN',no,other
'년','NNB',no,other
'에','JKB',yes,other
'대한민국','NNP',no,other
'국립','NNG',no,other
'무용','NNG',no,other
'단','XSN',yes,other
'으로부터','JKB',yes,other
'독립하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'발레','NNG',no,other
'단','XSN',yes,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'거북','NNG',no,other
'선','XSN',yes,other
'은','JX',yes,other
'이순신','NNP',no,other
'장군','NNG',no,other
'이','JKS',yes,other
'임진','NNP',no,other
'왜란','NNG',no,other
'직전','NNG',no,other
'에','JKB',yes,other
'건조하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'군함','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'게리맨더링','NNG',no,other
'은','JX',yes,other
'특정','NNG',no,other
'정당','NNG',no,other
'이나','JC',yes,other
'후보','NNG',no,other
'에게','JKB',yes,other
'유리하','NNG+XSV',yes,relation
'도록','EC',no,other
'선거','NNG',no,other
'구','NNG',no,other
'를','JKO',yes,other
'정하','VV',no,relation
'는','ETM',no,other
'것','NNB',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'김옥균','NNP',no,other
'은','JX',yes,other
'갑신','NNG',no,other
'정변','NNG',no,other
'을','JKO',yes,other
'주도하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'사람','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'거중기','NNG',no,other
'는','JX',yes,other
'정약용','NNP',no,other
'이','JKS',yes,other
'1792','SN',no,other
'년','NNB',no,other
'에','JKB',yes,other
'수원','NNP',no,other
'화성','NNG',no,other
'을','JKO',yes,other
'쌓','VV',no,relation
'는','ETM',no,other
'데','NNB',no,other
'이용하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'기계','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'강감찬','NNP',no,other
'은','JX',yes,other
'고려','NNP',no,other
'시대','NNG',no,other
'의','JKG',yes,other
'장군','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'건원중보','NNG',no,other
'는','JX',yes,other
'한반도','NNP',no,other
'에서','JKB',yes,other
'최초','NNG',no,other
'로','JKB',yes,other
'사용되','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'화폐','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'경주','NNP',no,other
'장항','NNP',no,other
'리','NNG',no,other
'사지','NNG',no,other
'는','JX',yes,other
'대한민국','NNP',no,other
'의','JKG',yes,other
'사','NNG',no,other
'적','XSN',yes,other
'제','XPN',no,other
'45','SN',no,other
'호','NNB',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'원각','NNP',no,other
'사','XSN',yes,other
'는','JX',yes,other
'이인직','NNP',no,other
'이','JKS',yes,other
'1908','SN',no,other
'년','NNB',no,other
'에','JKB',yes,other
'설립하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'극장','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'강화','NNG',no,other
'도','JX',yes,other
'조약','NNG',no,other
'은','JX',yes,other
'조선','NNP',no,other
'과','JC',yes,other
'일본','NNP',no,other
'이','JKS',yes,other
'1876','SN',no,other
'년','NNB',no,other
'에','JKB',yes,other
'체결하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'불','XPN',no,other
'평등','NNG',no,other
'조약','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'계림','NNG',no,other
'유사','NNG',no,other
'는','JX',yes,other
'북송','NNG',no,other
'의','JKG',yes,other
'손목','NNG',no,other
'이','JKS',yes,other
'고려','NNP',no,other
'시대','NNG',no,other
'의','JKG',yes,other
'한국','NNP',no,other
'어','XSN',yes,other
'를','JKO',yes,other
'연구하','NNG+XSV',yes,relation
'여','EC',no,other
'쓰','VV',no,relation
'ㄴ','ETM',no,other
'책','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'G','SL',no,other
'세대','NNG',no,other
'는','JX',yes,other
'1988','SN',no,other
'년','NNB',no,other
'하계','NNG',no,other
'올림픽','NNG',no,other
'을','JKO',yes,other
'전후','NNG',no,other
'로','JKB',yes,other
'출생하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'세대','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'진도','NNG',no,other
'는','JX',yes,other
'삼','NNG',no,other
'별초','NNG',no,other
'가','JKS',yes,other
'몽골','NNP',no,other
'에','JKB',yes,other
'항쟁하','NNG+XSV',yes,relation
'며','EC',no,other
'이동','NNG',no,other
'ㄴ','ETM',no,other
'섬','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'BP','SL',no,other
'는','JX',yes,other
'영국','NNP',no,other
'최대','NNG',no,other
'의','JKG',yes,other
'에너지','NNG',no,other
'관련','NNG',no,other
'다','XPN',no,other
'국적','NNG',no,other
'기업','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'이탈리아','NNP',no,other
'는','JX',yes,other
'FIFA','SL',no,other
'월드컵','NNP',no,other
'을','JKO',yes,other
'개최하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'국가','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'소호','NNG',no,other
'는','JX',yes,other
'1','SN',no,other
'명','NNB',no,other
'에서','JKB',yes,other
'10','SN',no,other
'명','NNB',no,other
'정도','NNG',no,other
'가','JKS',yes,other
'일하','NNG+XSV',yes,relation
'는','ETM',no,other
'작','VA',no,other
'은','ETM',no,other
'회사','NNG',no,other
'를','JKO',yes,other
'의미','NNG',no,other
'는','ETM',no,other
'영어','NNP',no,other
'준말','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'젠더','NNG',no,other
'는','JX',yes,other
'사회','NNG',no,other
'문화','NNG',no,other
'적','XSN',yes,other
'이','VCP',no,other
'ㄴ','ETM',no,other
'섹슈얼리티','NNG',no,other
'를','JKO',yes,other
'의미하','NNG+XSV',yes,relation
'는','ETM',no,other
'외래','NNG',no,other
'어','XSN',yes,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'감가','NNG',no,other
'상각','NNG',no,other
'은','JX',yes,other
'자산','NNG',no,other
'의','JKG',yes,other
'경제','NNG',no,other
'적','XSN',yes,other
'가치','NNG',no,other
'감소','NNG',no,other
'를','JKO',yes,other
'회계','NNG',no,other
'에','JKB',yes,other
'반영하','NNG+XSV',yes,relation
'는','ETM',no,other
'것','NNB',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'FC','SL',no,other
'바르셀로나','NNP',no,other
'는','JX',yes,other
'프리메라리가','NNG',no,other
'에','JKB',yes,other
'소속되','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'축구','NNG',no,other
'단','XSN',yes,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'김유정','NNP',no,other
'은','JX',yes,other
'춘천','NNP',no,other
'시','NNG',no,other
'출신','NNG',no,other
'의','JKG',yes,other
'작가','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'김부식','NNP',no,other
'은','JX',yes,other
'삼국','NNP',no,other
'사','XSN',yes,other
'기','NNG',no,other
'를','JKO',yes,other
'쓰','VV',no,relation
'ㄴ','ETM',no,other
'작가','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'로알','NNP',no,other
'아문센','NNP',no,other
'은','JX',yes,other
'최초','NNG',no,other
'로','JKB',yes,other
'남극','NNG',no,other
'점','NNG',no,other
'에','JKB',yes,other
'도달하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'사람','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'기황후','NNP',no,other
'는','JX',yes,other
'원나라','NNG',no,other
'의','JKG',yes,other
'황후','NNG',no,other
'가','JKC',yes,other
'되','VV',no,relation
'ㄴ','ETM',no,other
'고려','NNP',no,other
'출신','NNG',no,other
'의','JKG',yes,other
'여성','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'김대중','NNP',no,other
'은','JX',yes,other
'대한민국','NNP',no,other
'의','JKG',yes,other
'제','XPN',no,other
'15','SN',no,other
'대','NNB',no,other
'대통령','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'노무현','NNP',no,other
'은','JX',yes,other
'대한민국','NNP',no,other
'의','JKG',yes,other
'제','XPN',no,other
'16','SN',no,other
'대','NNB',no,other
'대통령','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'그레고어','NNG',no,other
'멘델','NNG',no,other
'은','JX',yes,other
'완두','NNG',no,other
'실험','NNG',no,other
'을','JKO',yes,other
'통하','VV',no,relation
'아','EC',no,other
'유전','NNG',no,other
'법칙','NNG',no,other
'을','JKO',yes,other
'최초','NNG',no,other
'로','JKB',yes,other
'연구하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'유전','NNG',no,other
'학자','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'곽재우','NNP',no,other
'는','JX',yes,other
'홍의','NNG',no,other
'장군','NNG',no,other
'이','VCP',no,relation
'라','EC',no,other
'불리','VV',no,relation
'는','ETM',no,other
'사람','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'노론','NNG',no,other
'은','JX',yes,other
'소론','NNG',no,other
'과','JC',yes,other
'대립하','NNG+XSV',yes,relation
'았','EP',no,other
'던','ETM',no,other
'조선','NNP',no,other
'의','JKG',yes,other
'붕당','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'GNU','SL',no,other
'프로젝트','NNG',no,other
'는','JX',yes,other
'자유','NNG',no,other
'소프트웨어','NNG',no,other
'재단','NNG',no,other
'이','JKS',yes,other
'지원하','NNG+XSV',yes,relation
'는','ETM',no,other
'프로젝트','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'동인','NNG',no,other
'은','JX',yes,other
'남인','NNG',no,other
'과','JC',yes,other
'북인','NNG',no,other
'으로','JKB',yes,other
'분파되','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'조선','NNP',no,other
'의','JKG',yes,other
'붕당','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'근우','NNG',no,other
'회','XSN',yes,other
'는','JX',yes,other
'1927','SN',no,other
'년','NNB',no,other
'에','JKB',yes,other
'조직되','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'한국','NNP',no,other
'의','JKG',yes,other
'여성','NNG',no,other
'단체','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'영어','NNP',no,other
'는','JX',yes,other
'국제','NNG',no,other
'연합','NNG',no,other
'에서','JKB',yes,other
'사용되','NNG+XSV',yes,relation
'는','ETM',no,other
'공식','NNG',no,other
'언어','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'국방','NNG',no,other
'과학','NNG',no,other
'연구','NNG',no,other
'소','XSN',yes,other
'는','JX',yes,other
'자주','NNG',no,other
'국방','NNG',no,other
'력','XSN',yes,other
'강화','NNG',no,other
'에','JKB',yes,other
'기여하','NNG+XSV',yes,relation
'는','ETM',no,other
'대한민국','NNP',no,other
'국방부','NNG',no,other
'산하','NNG',no,other
'의','JKG',yes,other
'연구소','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'국가','NNG',no,other
'보안','NNG',no,other
'위원','NNG',no,other
'회','XSN',yes,other
'는','JX',yes,other
'1954','SN',no,other
'년','NNB',no,other
'부터','JX',yes,other
'1991','SN',no,other
'년','NNB',no,other
'까지','JX',yes,other
'존속하','NNG+XSV',yes,relation
'았','EP',no,other
'던','ETM',no,other
'소련','NNP',no,other
'의','JKG',yes,other
'정보','NNG',no,other
'기관','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'국제','NNG',no,other
'통화','NNG',no,other
'기금','NNG',no,other
'은','JX',yes,other
'국제','NNG',no,other
'금융','NNG',no,other
'체계','NNG',no,other
'를','JKO',yes,other
'감독하','NNG+XSV',yes,relation
'는','ETM',no,other
'국제','NNG',no,other
'기구','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'교정','NNG',no,other
'도감','NNG',no,other
'은','JX',yes,other
'최충헌','NNP',no,other
'이','JKS',yes,other
'설립하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'고려','NNP',no,other
'시대','NNG',no,other
'무신','NNG',no,other
'정권','NNG',no,other
'최고','NNG',no,other
'의','JKG',yes,other
'정치','NNG',no,other
'기구','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'나로','NNP',no,other
'우주','NNG',no,other
'센터','NNG',no,other
'는','JX',yes,other
'대한민국','NNP',no,other
'최초','NNG',no,other
'의','JKG',yes,other
'우주','NNG',no,other
'센터','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'대한민국','NNP',no,other
'국가','NNG',no,other
'정보원','NNG',no,other
'은','JX',yes,other
'대한민국','NNP',no,other
'의','JKG',yes,other
'정보','NNG',no,other
'기관','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'국제','NNG',no,other
'부흥','NNG',no,other
'개발','NNG',no,other
'은행','NNG',no,other
'은','JX',yes,other
'빈곤','NNG',no,other
'상태','NNG',no,other
'의','JKG',yes,other
'국가','NNG',no,other
'를','JKO',yes,other
'구원하','NNG+XSV',yes,relation
'는','ETM',no,other
'세계','NNG',no,other
'은행','NNG',no,other
'그룹','NNG',no,other
'산하','NNG',no,other
'의','JKG',yes,other
'국제','NNG',no,other
'기구','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'자유','NNG',no,other
'소프트웨어','NNG',no,other
'재단','NNG',no,other
'은','JX',yes,other
'GNU','SL',no,other
'프로젝트','NNG',no,other
'를','JKO',yes,other
'지원하','NNG+XSV',yes,relation
'는','ETM',no,other
'재단','NNG',no,other
'법','XSN',yes,other
'인','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'남양','NNG',no,other
'유업','NNG',no,other
'은','JX',yes,other
'2013','SN',no,other
'년','NNB',no,other
'에','JKB',yes,other
'보이콧','NNG',no,other
'을','JKO',yes,other
'당하','VV',no,relation
'ㄴ','ETM',no,other
'대한민국','NNP',no,other
'의','JKG',yes,other
'유','XPN',no,other
'제품','NNG',no,other
'가공','NNG',no,other
'회사','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'국자감','NNG',no,other
'은','JX',yes,other
'고려','NNG',no,other
'의','JKG',yes,other
'국립','NNG',no,other
'고등','NNG',no,other
'교육','NNG',no,other
'기관','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'남이섬','NNP',no,other
'은','JX',yes,other
'남이','NNP',no,other
'장군','NNG',no,other
'과','JKB',yes,other
'관련있','NNG+VV',no,relation
'는','ETM',no,other
'섬','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'LG','SL',no,other
'트윈스','NNP',no,other
'는','JX',yes,other
'1994','SN',no,other
'년','NNB',no,other
'한국','NNP',no,other
'시리즈','NNG',no,other
'에서','JKB',yes,other
'우승하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'프로','NNG',no,other
'야구','NNG',no,other
'팀','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'LG','SL',no,other
'트윈스','NNP',no,other
'는','JX',yes,other
'MBC','SL',no,other
'청룡','NNG',no,other
'을','JKO',yes,other
'인수하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'프로','NNG',no,other
'야구','NNG',no,other
'팀','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'LG','SL',no,other
'트윈스','NNP',no,other
'는','JX',yes,other
'홈','NNG',no,other
'구장','NNG',no,other
'이','JKS',yes,other
'서울','NNP',no,other
'종합','NNG',no,other
'운동','NNG',no,other
'장','XSN',yes,other
'야구','NNG',no,other
'장','XSN',yes,other
'이','VCP',no,other
'ㄴ','ETM',no,other
'프로','NNG',no,other
'야구','NNG',no,other
'팀','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'그린피스','NNG',no,other
'는','JX',yes,other
'반핵','NNG',no,other
'운동','NNG',no,other
'을','JKO',yes,other
'하','VV',no,relation
'는','ETM',no,other
'단체','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'게슈타포','NNG',no,other
'는','JX',yes,other
'헤르만','NNP',no,other
'괴링','NNG',no,other
'이','JKS',yes,other
'1933','SN',no,other
'년','NNB',no,other
'에','JKB',yes,other
'조직하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'나치','NNP',no,other
'독일','NNP',no,other
'의','JKG',yes,other
'비밀','NNG',no,other
'경찰','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'386','SN',no,other
'세대','NNG',no,other
'는','JX',yes,other
'1980','SN',no,other
'년대','NNB',no,other
'에','JKB',yes,other
'민주','NNG',no,other
'화','XSN',yes,other
'학생','NNG',no,other
'운동','NNG',no,other
'을','JKO',yes,other
'경험하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'세대','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'노트르담','NNP',no,other
'대','XPN',no,other
'성당','NNG',no,other
'은','JX',yes,other
'매년','MAG',no,other
'1','SN',no,other
'천','NR',no,other
'400','SN',no,other
'만','NR',no,other
'명','NNB',no,other
'이','JKS',yes,other
'방문하','NNG+XSV',yes,relation
'는','ETM',no,other
'프랑스','NNP',no,other
'의','JKG',yes,other
'고딕','NNG',no,other
'건축','NNG',no,other
'물','XSN',yes,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'덕혜','NNP',no,other
'옹주','NNG',no,other
'는','JX',yes,other
'조선','NNP',no,other
'의','JKG',yes,other
'마지막','NNG',no,other
'황녀','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'노트르담','NNP',no,other
'대','XPN',no,other
'성당','NNG',no,other
'이','JKS',yes,other
'건설되','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'년도','NNG',no,other
'는','JX',yes,other
'1345','SN',no,other
'년','NNB',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'아동','NNG',no,other
'문학','NNG',no,other
'은','JX',yes,other
'뉴베리','NNG',no,other
'상','NNG',no,other
'이','JKS',yes,other
'수여되','NNG+XSV',yes,relation
'는','ETM',no,other
'분야','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'차차웅','NNP',no,other
'이','VCP',no,other
'라는','ETM',no,other
'칭호','NNG',no,other
'가','JKS',yes,other
'사용되','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'년도','NNG',no,other
'는','JX',yes,other
'기원','NNG',no,other
'후','NNG',no,other
'4','SN',no,other
'년','NNB',no,other
'~','SO',no,other
'24','SN',no,other
'년','NNB',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'사천','NNP',no,other
'해전','NNG',no,other
'은','JX',yes,other
'거북','NNG',no,other
'선','XSN',yes,other
'이','JKS',yes,other
'최초','NNG',no,other
'로','JKB',yes,other
'사용되','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'해전','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'로망스','NNG',no,other
'(','SS',no,other
'Romance','SL',no,other
')','SS',no,other
'는','JX',yes,other
